line_number,cleaned_line,char_length,word_count,sentiment,compound,dominant_topic,topic_keywords,topic_confidence,cluster
422,A magnificent vessel.,21,3,positive,0.5994,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.3333333333333333,4
423,I need a little more time,25,6,neutral,0.0,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.5545979606291045,1
424,Forget it! Well squeeze,23,4,positive,0.126,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.43234290913006296,1
425,"We depart at dawn, with the girl.",33,7,neutral,0.0,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.5663001964743031,1
426,"Hurry up, its almost dawn!",26,5,neutral,0.0,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.45538961084840934,1
427,Sheeta!,7,1,neutral,0.0,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.666592007333669,3
428,Whatever shall we do...,23,4,neutral,0.0,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.7221903171481155,3
429,"Sheeta, listen, Im going",24,4,neutral,0.0,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.362355029250015,4
430,a magic spell for trouble,25,5,negative,-0.4019,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.7330426761116982,2
431,A magic spell?,14,3,neutral,0.0,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.7230051072925627,2
432,"Yes. These are old, old, old,",29,6,positive,0.4019,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.7034209841666369,3
433,They mean,9,2,neutral,0.0,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.6660098665364522,3
434,Perfect.,8,1,positive,0.5719,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.6652768054833013,2
435,Just as the ancient books described.,36,6,neutral,0.0,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.6659733990765371,2
436,Sacred light... ?,17,2,neutral,0.0,2,"pazu, dont, look, way, whats, know, pirates, got, see, come",0.7227993223226016,0
437,What are the magic words?,25,5,neutral,0.0,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.72286778956953,2
438,Its moving!,11,2,neutral,0.0,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.6655020439380575,3
439,The robot its alive!,20,4,positive,0.4389,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.7233350950028519,3
440,Hello!,6,1,neutral,0.0,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.665578471478856,2
441,Help!,5,1,positive,0.4574,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.6662829300183732,2
442,Its alive!,10,2,positive,0.4389,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.6659927225332078,3
443,The robot?,10,2,neutral,0.0,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.6660712901700925,3
444,Its coming this way.,20,4,neutral,0.0,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.4500290749898452,5
445,Run!,4,1,neutral,0.0,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.6660970678878196,3
446,Retreat! Retreat!,17,2,positive,0.4912,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.6652924978388681,3
447,Incredible!,11,1,neutral,0.0,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.3333333333333333,4
448,I see!,6,2,neutral,0.0,2,"pazu, dont, look, way, whats, know, pirates, got, see, come",0.6662494707140089,0
449,Its the light!,14,3,neutral,0.0,2,"pazu, dont, look, way, whats, know, pirates, got, see, come",0.6660461508432668,0
450,The sacred light broke his seal!,32,6,negative,-0.4753,2,"pazu, dont, look, way, whats, know, pirates, got, see, come",0.7531598426021685,0
451,This is the way to Laputa! Come!,32,7,neutral,0.0,2,"pazu, dont, look, way, whats, know, pirates, got, see, come",0.5617380547915929,6
453,Hes going to fly!,17,4,neutral,0.0,2,"pazu, dont, look, way, whats, know, pirates, got, see, come",0.5634230143625408,5
454,Its pointing to the sky...,26,5,neutral,0.0,2,"pazu, dont, look, way, whats, know, pirates, got, see, come",0.7139183385135633,0
455,Its showing the way to Laputa,29,6,neutral,0.0,2,"pazu, dont, look, way, whats, know, pirates, got, see, come",0.44253438501224046,6
456,Hurry!,6,1,neutral,0.0,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.6664302791920873,3
457,Use explosives!,15,2,neutral,0.0,2,"pazu, dont, look, way, whats, know, pirates, got, see, come",0.7224572801157101,0
458,"Hello, hello, hello! What is this!",34,6,neutral,0.0,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.665578471478856,2
459,Good.,5,1,positive,0.4404,2,"pazu, dont, look, way, whats, know, pirates, got, see, come",0.6662449351041976,0
460,Were connected,14,2,neutral,0.0,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.3333333333333333,4
461,This is Colonel Muska,21,4,neutral,0.0,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.723452516915127,2
462,Ive assumed emergency command,29,4,negative,-0.3818,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.7225852204258797,2
463,Its a fter the girl on the tower.,33,8,neutral,0.0,2,"pazu, dont, look, way, whats, know, pirates, got, see, come",0.5704705319287905,0
464,Take it down on sight.,22,5,neutral,0.0,2,"pazu, dont, look, way, whats, know, pirates, got, see, come",0.6662775475751994,0
465,Prepare to fire.,16,3,negative,-0.34,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.6660986204235563,3
466,Hurry!,6,1,neutral,0.0,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.6664302791920873,3
